Id,SalePrice
1461,150028.571428571
1462,207842.857142857
1463,185328.571428571
1464,197114.285714286
1465,175968.571428571
1466,159028.571428571
1467,136857.142857143
1468,177347.428571429
1469,168900.0
1470,129500.0
1471,251714.285714286
1472,97857.1428571429
1473,110000.0
1474,151928.571428571
1475,116414.285714286
1476,298804.571428571
1477,231629.714285714
1478,224219.0
1479,297076.0
1480,385842.857142857
1481,319135.714285714
1482,191513.428571429
1483,142185.714285714
1484,178190.714285714
1485,177328.571428571
1486,171690.285714286
1487,282289.142857143
1488,193691.428571429
1489,214689.571428571
1490,194128.571428571
1491,179785.714285714
1492,118350.0
1493,190588.857142857
1494,211685.714285714
1495,272611.428571429
1496,267411.142857143
1497,157493.142857143
1498,151397.857142857
1499,150785.714285714
1500,150785.714285714
1501,162757.142857143
1502,120571.428571429
1503,263542.857142857
1504,172214.285714286
1505,210850.857142857
1506,230663.285714286
1507,269700.0
1508,181395.714285714
1509,147285.714285714
1510,172028.571428571
1511,158485.714285714
1512,191542.857142857
1513,159114.285714286
1514,203637.0
1515,223428.571428571
1516,146509.285714286
1517,177142.857142857
1518,182942.857142857
1519,201350.857142857
1520,138714.285714286
1521,150857.142857143
1522,194028.571428571
1523,166776.0
1524,126571.428571429
1525,138428.571428571
1526,152214.285714286
1527,101985.714285714
1528,139500.0
1529,142457.142857143
1530,167200.0
1531,137433.428571429
1532,75914.2857142857
1533,130571.428571429
1534,128600.0
1535,177214.285714286
1536,119271.428571429
1537,119478.571428571
1538,147357.142857143
1539,164357.142857143
1540,120342.857142857
1541,134105.0
1542,134564.285714286
1543,179271.428571429
1544,122771.428571429
1545,117842.857142857
1546,124542.857142857
1547,130135.714285714
1548,129407.142857143
1549,121400.0
1550,131121.428571429
1551,130214.285714286
1552,182928.571428571
1553,144969.571428571
1554,156540.714285714
1555,253203.142857143
1556,138462.142857143
1557,113142.857142857
1558,117342.857142857
1559,110128.571428571
1560,126707.142857143
1561,150985.714285714
1562,125214.285714286
1563,128342.857142857
1564,153600.0
1565,158033.571428571
1566,256710.0
1567,119364.285714286
1568,208095.0
1569,170285.714285714
1570,132571.428571429
1571,113542.857142857
1572,153042.857142857
1573,219071.428571429
1574,186463.0
1575,177142.857142857
1576,186842.857142857
1577,173968.428571429
1578,183842.428571429
1579,145428.571428571
1580,166857.142857143
1581,177960.285714286
1582,128471.428571429
1583,296895.571428571
1584,199642.857142857
1585,143635.714285714
1586,91958.7142857143
1587,104556.142857143
1588,161628.571428571
1589,148119.285714286
1590,117071.428571429
1591,90628.5714285714
1592,150611.428571429
1593,113100.0
1594,128493.285714286
1595,118785.714285714
1596,173714.285714286
1597,237500.0
1598,180138.571428571
1599,142600.0
1600,170435.0
1601,104500.0
1602,126500.0
1603,110271.428571429
1604,217705.571428571
1605,206128.571428571
1606,157314.285714286
1607,262488.714285714
1608,209278.428571429
1609,158798.857142857
1610,146042.857142857
1611,229002.428571429
1612,215530.142857143
1613,214564.142857143
1614,128357.142857143
1615,91571.4285714286
1616,82357.1428571429
1617,118500.0
1618,125414.285714286
1619,141185.714285714
1620,153357.142857143
1621,136128.571428571
1622,160485.714285714
1623,257395.571428571
1624,191851.285714286
1625,146465.571428571
1626,197757.142857143
1627,211100.0
1628,255271.428571429
1629,171490.285714286
1630,259642.0
1631,174561.285714286
1632,164000.0
1633,152476.0
1634,169142.857142857
1635,173214.285714286
1636,152011.285714286
1637,186328.571428571
1638,188771.428571429
1639,187305.857142857
1640,272356.142857143
1641,169714.285714286
1642,166642.857142857
1643,170714.285714286
1644,185047.428571429
1645,218725.285714286
1646,145557.142857143
1647,145214.285714286
1648,143357.142857143
1649,126842.857142857
1650,128128.571428571
1651,119578.571428571
1652,110000.0
1653,107428.571428571
1654,151428.571428571
1655,116071.428571429
1656,154142.857142857
1657,154142.857142857
1658,156071.428571429
1659,109357.142857143
1660,144214.285714286
1661,370387.285714286
1662,275754.285714286
1663,313425.428571429
1664,382451.0
1665,234076.142857143
1666,247714.285714286
1667,230680.714285714
1668,259356.0
1669,194000.0
1670,315428.571428571
1671,289645.285714286
1672,380142.857142857
1673,191258.571428571
1674,235868.714285714
1675,180150.0
1676,201964.285714286
1677,195628.571428571
1678,405214.285714286
1679,332131.714285714
1680,175550.0
1681,160713.428571429
1682,244714.285714286
1683,181733.571428571
1684,170390.714285714
1685,160047.428571429
1686,186019.285714286
1687,147200.0
1688,171285.714285714
1689,165457.142857143
1690,161142.857142857
1691,188276.0
1692,201114.285714286
1693,132757.142857143
1694,191057.142857143
1695,150342.857142857
1696,249285.714285714
1697,150333.142857143
1698,275754.285714286
1699,220892.857142857
1700,205614.285714286
1701,237471.428571429
1702,222769.0
1703,227010.142857143
1704,255309.857142857
1705,208724.571428571
1706,343084.571428571
1707,192371.428571429
1708,183050.0
1709,220172.571428571
1710,186525.571428571
1711,192142.857142857
1712,175228.571428571
1713,243741.714285714
1714,204265.142857143
1715,189047.428571429
1716,181491.714285714
1717,144997.0
1718,113214.285714286
1719,174019.285714286
1720,170414.285714286
1721,158714.285714286
1722,140257.142857143
1723,144579.857142857
1724,186525.571428571
1725,249114.285714286
1726,175000.0
1727,180489.857142857
1728,161628.571428571
1729,146700.0
1730,164347.428571429
1731,133375.0
1732,126642.857142857
1733,129928.571428571
1734,141757.142857143
1735,127214.285714286
1736,118500.0
1737,285631.714285714
1738,181057.142857143
1739,157271.428571429
1740,188734.285714286
1741,173882.571428571
1742,156650.285714286
1743,153383.571428571
1744,289631.714285714
1745,257788.142857143
1746,161000.0
1747,181128.571428571
1748,182500.0
1749,168671.428571429
1750,157136.571428571
1751,190501.428571429
1752,125414.285714286
1753,218476.857142857
1754,217114.285714286
1755,194000.0
1756,128985.714285714
1757,115642.857142857
1758,170114.285714286
1759,193642.857142857
1760,148385.714285714
1761,165828.571428571
1762,176071.428571429
1763,164285.714285714
1764,122421.428571429
1765,224925.285714286
1766,183271.428571429
1767,264488.857142857
1768,157708.0
1769,166100.0
1770,130342.857142857
1771,147714.285714286
1772,174642.857142857
1773,145160.714285714
1774,212941.142857143
1775,123071.428571429
1776,145885.714285714
1777,123214.285714286
1778,128500.0
1779,126885.714285714
1780,157842.857142857
1781,139600.0
1782,110757.142857143
1783,168105.0
1784,117618.857142857
1785,116070.0
1786,214963.285714286
1787,147828.571428571
1788,70414.2857142857
1789,117976.428571429
1790,118405.0
1791,228642.857142857
1792,177698.571428571
1793,152142.857142857
1794,132000.0
1795,128714.285714286
1796,115385.714285714
1797,136385.714285714
1798,144068.428571429
1799,124971.428571429
1800,130857.142857143
1801,158605.0
1802,131714.285714286
1803,161000.0
1804,124714.285714286
1805,138714.285714286
1806,157757.142857143
1807,192128.571428571
1808,159512.142857143
1809,114500.0
1810,132692.857142857
1811,121714.285714286
1812,108928.571428571
1813,128050.0
1814,116442.857142857
1815,106671.428571429
1816,111785.714285714
1817,149700.0
1818,175285.714285714
1819,146207.428571429
1820,77200.0
1821,122564.285714286
1822,153557.142857143
1823,101857.142857143
1824,148904.142857143
1825,122500.0
1826,118542.857142857
1827,119950.0
1828,128992.857142857
1829,151585.714285714
1830,180357.142857143
1831,146914.285714286
1832,94771.4285714286
1833,169557.142857143
1834,128114.285714286
1835,110128.571428571
1836,137128.571428571
1837,78114.2857142857
1838,127471.428571429
1839,142871.428571429
1840,118500.0
1841,151071.428571429
1842,125842.857142857
1843,147942.857142857
1844,120071.428571429
1845,176570.714285714
1846,190317.428571429
1847,238497.857142857
1848,95785.7142857143
1849,161400.0
1850,122635.714285714
1851,151357.142857143
1852,143142.857142857
1853,146171.428571429
1854,127428.571428571
1855,172424.285714286
1856,192214.285714286
1857,186164.285714286
1858,164907.571428571
1859,115051.142857143
1860,153342.857142857
1861,115051.142857143
1862,282897.142857143
1863,208814.285714286
1864,208814.285714286
1865,212857.142857143
1866,262057.142857143
1867,202801.428571429
1868,267873.857142857
1869,175107.142857143
1870,152685.714285714
1871,201453.428571429
1872,164319.285714286
1873,226285.714285714
1874,141700.0
1875,249846.0
1876,188128.571428571
1877,179571.428571429
1878,195396.285714286
1879,177900.0
1880,127557.142857143
1881,253571.428571429
1882,222316.142857143
1883,171276.0
1884,177976.428571429
1885,246774.571428571
1886,297445.285714286
1887,178279.428571429
1888,254967.0
1889,149547.857142857
1890,122571.428571429
1891,136757.142857143
1892,119357.142857143
1893,157414.285714286
1894,142986.428571429
1895,169985.714285714
1896,141214.285714286
